Participant,FirstCardPlayed,Card_1,Card_2,Card_3,Card_4,Card_5,Card_6,Card_7,Card_8,Card_9,Card_10,Card_11,Card_12,Card_13,ScoreOnNextPlay
20847,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20852,8,0,0,0,0,0,0,0,1,0,0,0,0,0,2
20858,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20862,8,0,0,0,0,0,0,0,1,0,0,0,0,0,2
20869,7,0,0,0,0,0,0,1,0,0,0,0,0,0,3
20871,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
20877,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20881,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20885,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20889,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20896,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20900,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20904,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20908,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20913,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20917,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20922,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20927,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20928,8,0,0,0,0,0,0,0,1,0,0,0,0,0,2
20932,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20936,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
20942,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20946,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2
20952,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
20957,8,0,0,0,0,0,0,0,1,0,0,0,0,0,2
20959,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20964,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
20968,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20973,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20977,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20982,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2
20985,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
20991,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20996,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20997,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2
21002,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21006,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21007,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2
21014,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21016,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21022,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21026,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21034,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
21036,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21044,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21046,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21054,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21062,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21069,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21071,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21076,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21079,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21087,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21088,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21096,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21098,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21107,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21108,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21113,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21118,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21120,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
21125,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
21131,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21132,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21137,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21140,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21147,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21150,8,0,0,0,0,0,0,0,1,0,0,0,0,0,2
21157,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21160,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21166,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21169,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
21174,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21178,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21182,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21186,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21192,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21196,7,0,0,0,0,0,0,1,0,0,0,0,0,0,2
21201,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21204,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21211,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21214,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21221,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21223,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21229,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21234,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21240,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21243,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21249,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1
21251,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21257,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21260,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21266,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
21268,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
21273,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21277,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21283,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21287,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
21292,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2
21295,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21300,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
21306,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2
21308,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21315,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21316,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21321,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21326,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21327,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2
21334,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21337,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21343,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
21346,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21353,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21356,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21365,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21366,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21371,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2
21374,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21381,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1
21383,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
21389,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
21394,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21395,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21401,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21405,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21413,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1
21415,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
21420,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21425,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21427,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21433,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21437,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21443,5,0,0,0,0,1,0,0,0,0,0,0,0,0,2
21447,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21453,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21456,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21464,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21468,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21472,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21478,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21482,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21488,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21491,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21496,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21501,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1
21503,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
21508,9,0,0,0,0,0,0,0,0,1,0,0,0,0,2
21511,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21512,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21518,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1
21520,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21525,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21528,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21533,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21537,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2
21543,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1
21545,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
21551,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21556,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21557,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21563,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21567,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21572,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21575,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
21581,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21586,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21587,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21594,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21597,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2
21602,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21605,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
21610,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21613,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21617,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21621,9,0,0,0,0,0,0,0,0,1,0,0,0,0,2
21628,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21631,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
21636,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21639,5,0,0,0,0,1,0,0,0,0,0,0,0,0,2
21643,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2
21647,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21651,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21656,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21657,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21661,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21665,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
21671,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2
21675,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21679,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2
21684,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21688,9,0,0,0,0,0,0,0,0,1,0,0,0,0,2
21692,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21697,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
21702,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21703,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21708,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21712,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2
21718,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21721,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21725,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21729,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21734,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21738,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21744,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
21747,9,0,0,0,0,0,0,0,0,1,0,0,0,0,2
21753,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21757,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21764,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21767,9,0,0,0,0,0,0,0,0,1,0,0,0,0,2
21773,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21777,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21782,9,0,0,0,0,0,0,0,0,1,0,0,0,0,2
21788,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21789,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21794,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21798,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21802,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21807,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2
21811,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2
21815,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2
21821,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21826,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21827,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21831,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2
21835,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
21840,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21843,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
21848,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2
21853,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21859,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21861,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21867,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2
21870,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21876,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21879,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21885,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1
21887,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
21893,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21897,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2
21903,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21905,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21912,11,0,0,0,0,0,0,0,0,0,0,1,0,0,1
21914,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21920,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21923,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2
21929,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21932,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21941,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21942,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
21948,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
21950,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
21954,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21958,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21964,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
21967,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2
21975,11,0,0,0,0,0,0,0,0,0,0,1,0,0,1
21977,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
21982,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21987,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1
21989,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
21994,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21999,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
22004,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
22009,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1
22011,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22015,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22019,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22024,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22029,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
22033,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22038,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22039,8,0,0,0,0,0,0,0,1,0,0,0,0,0,2
22045,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22048,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22053,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22058,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22063,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22067,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22072,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22078,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22079,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22086,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
22089,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22093,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22098,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
22103,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22108,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22114,8,0,0,0,0,0,0,0,1,0,0,0,0,0,2
22118,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22124,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22127,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22134,11,0,0,0,0,0,0,0,0,0,0,1,0,0,1
22136,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22142,7,0,0,0,0,0,0,1,0,0,0,0,0,0,2
22145,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22150,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
22155,9,0,0,0,0,0,0,0,0,1,0,0,0,0,3
22157,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2
22163,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22167,8,0,0,0,0,0,0,0,1,0,0,0,0,0,2
22173,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22177,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22182,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
22188,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
22190,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22196,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2
22199,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22205,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22209,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22215,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22218,7,0,0,0,0,0,0,1,0,0,0,0,0,0,2
22224,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22228,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22235,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1
22237,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
22242,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22247,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1
22249,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22255,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22258,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
22263,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22266,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22267,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
22272,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
22275,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22276,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22280,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22284,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2
22288,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22292,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
22298,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22302,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
22307,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22310,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22317,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22320,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22329,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22330,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
22335,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22339,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22343,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22347,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22353,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22357,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22365,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22366,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22370,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22374,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
22380,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22383,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22387,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22391,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22399,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
22404,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22409,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2
22413,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22417,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22423,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22426,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22433,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2
22436,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22443,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22446,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22450,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22454,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22460,4,0,0,0,1,0,0,0,0,0,0,0,0,0,3
22462,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22469,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22472,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
22478,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22482,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22489,10,0,0,0,0,0,0,0,0,0,1,0,0,0,3
22492,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22497,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22502,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22507,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
22511,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22512,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
22517,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22521,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22522,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22529,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22530,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22538,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2
22547,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22548,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
22555,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22559,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2
22564,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22569,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
22571,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22576,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22581,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
22586,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2
22589,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22590,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22596,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22601,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22602,9,0,0,0,0,0,0,0,0,1,0,0,0,0,2
22608,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22611,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2
22615,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22619,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22624,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22627,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
22632,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2
22635,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22642,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1
22644,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22648,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22652,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22657,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22660,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22666,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22670,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22677,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22680,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22689,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22690,8,0,0,0,0,0,0,0,1,0,0,0,0,0,2
22694,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2
22698,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
